"type","request_number","date","year","month","block","description","lon","lat"
"Nuisance Animals","11-00245214","Feb 13, 2011",2011,2,"0 N LOTUS AVE, Chicago, Illinois","RAN INTO LEAMINGTON GROCERY STORE PARKING LOT - COYOTE - Other - COYOTE SIGHTING IN LEAMINGTON GROCERY STORE PARKING LOT",-87.762579,41.9317766
"Nuisance Animals","11-00267922","Feb 15, 2011",2011,2,"1800 N BISSELL ST, Chicago, Illinois","COYOTE SIGHTED IN THE AREA. - Unvaccinated animal",-87.6519873,41.9137518
"Nuisance Animals","11-00285416","Feb 18, 2011",2011,2,"500 W WEBSTER AVE, Chicago, Illinois","coyote in area - Other",-87.6413642,41.9219132
"Nuisance Animals","11-00291057","Feb 18, 2011",2011,2,"1000 W ARMITAGE AVE, Chicago, Illinois","COYOTE - Other  - MED. BRN. COYOTE RUNNING IN NEIGHBORHOOD",-87.6536,41.9183532
"Nuisance Animals","11-00291340","Feb 18, 2011",2011,2,"1800 N MAUD AVE, Chicago, Illinois","OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE ROAMING THE ALLEYS",-87.6532728,41.914848
"Nuisance Animals","11-00293967","Feb 20, 2011",2011,2,"700 W DIVISION ST, Chicago, Illinois","2 coyotes in area - Other",-87.6461316,41.9039109
"Nuisance Animals","11-00309491","Feb 23, 2011",2011,2,"3800 N HERMITAGE AVE, Chicago, Illinois","coyote in area - Other",-87.6725426,41.9506019
"Nuisance Animals","11-00310857","Feb 23, 2011",2011,2,"1600 W GRACE ST, Chicago, Illinois","coyote in area - Other",-87.6692365,41.9507527
"Nuisance Animals","11-00312890","Feb 23, 2011",2011,2,"3200 N GREENVIEW AVE, Chicago, Illinois","COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE GOING DOWN BELMONT & GREENVIEW -WAVELAND",-87.6662325,41.9397286
"Nuisance Animals","11-00313035","Feb 23, 2011",2011,2,"1500 W ADDISON ST, Chicago, Illinois","coyote - Other - coyote on bosworth between addison and grace",-87.6664415,41.947021
"Nuisance Animals","11-00313858","Feb 23, 2011",2011,2,"3900 N JANSSEN AVE, Chicago, Illinois","caller reports that he has seen a large grayish tan color - coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - caller reports that he has seen this coyote twice in about three hours/caller is very concerned because he has a small dog",-87.6660104,41.9526792
"Nuisance Animals","11-00327789","Feb 25, 2011",2011,2,"1600 N KINGSBURY ST, Chicago, Illinois","COYOTE - Unvaccinated animal - COYOTE SIGHTED IN THE AREA NEAR THE BRIDGE.",-87.656117,41.91143
"Nuisance Animals","11-00331352","Feb 28, 2011",2011,2,"2100 W BERWYN AVE, Chicago, Illinois","coyote in area - Other",-87.6820975,41.9780339
"Nuisance Animals","11-00331598","Feb 28, 2011",2011,2,"5100 N LEAVITT ST, Chicago, Illinois","coyote - Other",-87.6845052,41.9741068
"Nuisance Animals","11-00355690","Mar 03, 2011",2011,3,"4700 S CICERO AVE, Chicago, Illinois","coyote in area - Other",-87.7435624,41.8073795
"Nuisance Animals","11-00360958","Mar 03, 2011",2011,3,"1600 W BYRON ST, Chicago, Illinois","COYOTE SIGHTING IN THE AREA. - Unvaccinated animal",-87.6690463,41.9524527
"Nuisance Animals","11-00361636","Mar 03, 2011",2011,3,"1600 W WAVELAND AVE, Chicago, Illinois","MARSHFIELD & WAVELAND - COYOTE - Other - COYOTE AT MARSHFIELD & WAVELAND",-87.6691353,41.9489824
"Nuisance Animals","11-00361661","Mar 03, 2011",2011,3,"1700 W BYRON ST, Chicago, Illinois","coyote in the area for the past week - Non Pet Animals Owned (goats, chickens, pigs, etc) - sidewalk",-87.6714332,41.9524198
"Nuisance Animals","11-00361768","Mar 03, 2011",2011,3,"3700 N PAULINA ST, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - circling the neighborhood.",-87.6715616,41.9489242
"Nuisance Animals","11-00361799","Mar 03, 2011",2011,3,"1700 W GRACE ST, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)",-87.6713836,41.9506036
"Nuisance Animals","11-00361930","Mar 03, 2011",2011,3,"1700 W BYRON ST, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - sidewalk",-87.6714332,41.9524198
"Nuisance Animals","11-00361945","Mar 03, 2011",2011,3,"3800 N HERMITAGE AVE, Chicago, Illinois","COYOTE - Other - COYOTE ROAMING AROUND",-87.6725426,41.9506019
"Nuisance Animals","11-00361981","Mar 03, 2011",2011,3,"1700 W BYRON ST, Chicago, Illinois","SEVERAL COYOTE'S SIGHTED IN THE AREA.",-87.6714332,41.9524198
"Nuisance Animals","11-00362097","Mar 03, 2011",2011,3,"1600 W BYRON ST, Chicago, Illinois"," - COYOTE'S SIGHTED IN THE AREA. - Unvaccinated animal",-87.6690463,41.9524527
"Nuisance Animals","11-00365040","Mar 04, 2011",2011,3,"1000 N KINGSBURY ST, Chicago, Illinois","a gray coyote - Other - in the area the caller seen a gray coyote",-87.6452349,41.8994022
"Nuisance Animals","11-00369221","Mar 04, 2011",2011,3,"2800 S MICHIGAN AVE, Chicago, Illinois","CALLER STATES COYOTE SIGHTED IN THE AREA OF THE SOUTH COMMONS CONDO'S. - Unvaccinated animal",-87.6240456,41.8432149
"Nuisance Animals","11-00370864","Mar 05, 2011",2011,3,"3100 S INDIANA AVE, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming between indiana and michigan on 31st",-87.6222239,41.8400813
"Nuisance Animals","11-00371170","Mar 05, 2011",2011,3,"3600 N OB KENNEDY EXPY, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - per caller coyote on the kennedy expressway by the addison exit on the grass",-87.7413819,41.9594725
"Nuisance Animals","11-00373005","Mar 06, 2011",2011,3,"4100 S DREXEL BLVD, Chicago, Illinois","entrance on Bower st - coyote - Other - roaming around a parking lot      by garbage shoots",-87.6054088,41.8203436
"Nuisance Animals","11-00373149","Mar 06, 2011",2011,3,"1200 S CLARK ST, Chicago, Illinois","ON ROOSEVELT  WEST OF CLARK  BY MARSHY AREA BY THE TRAINS   COYOTE - Other - COYOTE  MIGHT GET HIT BY CAR",-87.6305951,41.8672973
"Nuisance Animals","11-00381767","Mar 08, 2011",2011,3,"1800 N LINCOLN PARK , Chicago, Illinois","- COYOTE - Other - NOTICED A COYOTE AT LINCOLN PARK RUNNING NORTH TOWARDS FULLERTON",-87.6362658,41.9147679
"Nuisance Animals","11-00384079","Mar 08, 2011",2011,3,"2200 N CANNON DR, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming around lincoln park zoo by the farm",-87.6354324,41.9188177
"Nuisance Animals","11-00409475","Mar 12, 2011",2011,3,"6500 W ADDISON ST, Chicago, Illinois","CALLER STATES 4 COYOTES IN THE CEMETARY. - Unvaccinated animal",-87.7887742,41.9456176
"Nuisance Animals","11-00409669","Mar 12, 2011",2011,3,"8200 S AVALON AVE, Chicago, Illinois","COYOTE SIGHTED IN AVALON PARK. - Unvaccinated animal",-87.594431,41.7457556
"Nuisance Animals","11-00409703","Mar 12, 2011",2011,3,"900 N KINGSBURY ST, Chicago, Illinois","COYOTE - Unvaccinated animal - COYOTE SIGHTED IN THE AREA.",-87.6447015,41.8988315
"Nuisance Animals","11-00418969","Mar 14, 2011",2011,3,"200 W MADISON ST, Chicago, Illinois","MADISON & KARLOV GOING EAST IN THE ALLEY -MADISON & LAKE - COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE",-87.6344471,41.8822634
"Nuisance Animals","11-00418971","Mar 14, 2011",2011,3,"4100 W WASHINGTON BLVD, Chicago, Illinois","COYOTE - Unvaccinated animal - COYOTE SIGHTED IN THE AREA.",-87.7284204,41.8822944
"Nuisance Animals","11-00426963","Mar 15, 2011",2011,3,"400 W BELDEN AVE, Chicago, Illinois","coyote - Other - coyote spotted walking trotting down belden   less than 5 minutes ago",-87.6390216,41.9241091
"Nuisance Animals","11-00457790","Mar 21, 2011",2011,3,"2000 N STOCKTON DR, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming",-87.6345426,41.9183507
"Nuisance Animals","11-00457851","Mar 21, 2011",2011,3,"1900 N CLARK ST, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - in the street",-87.6353053,41.9167638
"Nuisance Animals","11-00478697","Mar 24, 2011",2011,3,"100 W BURTON PL, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street",-87.6316209,41.9094142
"Nuisance Animals","11-00485642","Mar 25, 2011",2011,3,"3200 N SB OUTER LAKE SHORE DR, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - by the running path",-87.639882,41.940655
"Nuisance Animals","11-00507385","Mar 28, 2011",2011,3,"1400 N CLYBOURN AVE, Chicago, Illinois","2 COYOTES SIGHTED IN A VACANT LOT. - Unvaccinated animal",-87.6439677,41.9066346
"Nuisance Animals","11-00507392","Mar 28, 2011",2011,3,"6300 W GRACE ST, Chicago, Illinois","CALLER STATES COYOTE SIGHTED HEADING TOWARDS THE CEMETARY. - Unvaccinated animal",-87.7841153,41.9495365
"Nuisance Animals","11-00509855","Mar 29, 2011",2011,3,"1400 W FULLERTON AVE, Chicago, Illinois","coyote - Other - sighting",-87.6635404,41.9254482
"Nuisance Animals","11-00515462","Mar 29, 2011",2011,3,"1800 W 108TH PL, Chicago, Illinois","coyote in callers yard - Other",-87.6670326,41.6967397
"Nuisance Animals","11-00524817","Mar 30, 2011",2011,3,"2600 N NARRAGANSETT AVE, Chicago, Illinois","coyote - Other",-87.7872854,41.9287419
"Nuisance Animals","11-00552258","Mar 31, 2011",2011,3,"2300 S LAKE SHORE DR, Chicago, Illinois","OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE ROAMING AROUND LAKE SHORE",-87.6160059,41.8564181
"Nuisance Animals","11-00553472","Mar 31, 2011",2011,3,"6500 W BLOOMINGDALE AVE, Chicago, Illinois","coyote - Other - running loose  from alley to the street    less than 5 minutes ago",-87.7883837,41.9127366
"Nuisance Animals","11-00631852","Apr 05, 2011",2011,4,"4100 N AVERS AVE, Chicago, Illinois","coyote sighting in area - Other",-87.7239904,41.9555297
"Nuisance Animals","11-00641437","Apr 05, 2011",2011,4,"4400 N NB OUTER LAKE SHORE DR, Chicago, Illinois","near the golf course / beach building- coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)",-87.6385934,41.9667449
"Nuisance Animals","11-00641445","Apr 05, 2011",2011,4,"500 W MONTROSE DR, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)",-87.6449828,41.9621508
"Nuisance Animals","11-00643136","Apr 05, 2011",2011,4,"300 W DIVERSEY PKWY, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - ",-87.6374449,41.9346848
"Nuisance Animals","11-00713134","Apr 09, 2011",2011,4,"5200 S ELLSWORTH DR, Chicago, Illinois","coyote - Other - COYOTE NEAR BASEBALL FIELD",-87.6111784,41.7984334
"Nuisance Animals","11-00714517","Apr 09, 2011",2011,4,"6400 W ADDISON ST, Chicago, Illinois","coyote in area - Other",-87.7863069,41.9456757
"Nuisance Animals","11-00789461","Apr 12, 2011",2011,4,"200 W MENOMONEE ST, Chicago, Illinois","MED., GRAY - Other - CALLER SAID THAT THE COYOTE IS ROAMING THE NEIGHBORHOOD",-87.6351231,41.9149092
"Nuisance Animals","11-00816402","Apr 13, 2011",2011,4,"2600 N CLYBOURN AVE, Chicago, Illinois","COYOTE - Other - COYOTE IS WALKING AROUND THE PARKING LOT AND RIVER",-87.674792,41.9286161
"Nuisance Animals","11-00836053","Apr 14, 2011",2011,4,"1100 E 130TH ST, Chicago, Illinois","coyotes 2 - Non Pet Animals Owned (goats, chickens, pigs, etc) - off the xprsway",-87.5841357,41.6596603
"Nuisance Animals","11-00860238","Apr 15, 2011",2011,4,"6600 W BELDEN AVE, Chicago, Illinois","2 coyotes - Other - raising cain - 2 coyotes and possibly more",-87.7917805,41.9212135
"Nuisance Animals","11-00959762","Apr 19, 2011",2011,4,"1300 S LAKE SHORE DR, Chicago, Illinois","COYOTE - Other - MED. SIZE GRAY COYOTE NEAR THE FIELD MUSEUM AND AQUARIUM",-87.6063721,41.8663303
"Nuisance Animals","11-01052067","Apr 22, 2011",2011,4,"5700 W LELAND AVE, Chicago, Illinois","coyote - Other - sighting",-87.770049,41.9661062
"Nuisance Animals","11-01066634","Apr 23, 2011",2011,4,"2700 N LAKE SHORE DR, Chicago, Illinois","coyote in area - Other",-87.6321205,41.9309482
"Nuisance Animals","11-01075611","Apr 23, 2011",2011,4,"2200 N CANNON DR, Chicago, Illinois","COYOTE - Other - LARGE BRN., COYOTE NEAR LINCOLN PARK ZOO POND",-87.6354324,41.9188177
"Nuisance Animals","11-01102779","Apr 24, 2011",2011,4,"7200 N KEDZIE AVE, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming southbound",-87.7096166,42.0143128
"Nuisance Animals","11-01104122","Apr 24, 2011",2011,4,"3100 W ALBION AVE, Chicago, Illinois","COYOTE - Other - LARGE, BRN., COYOTE IN THE BLOCK",-87.7073465,42.0010683
"Nuisance Animals","11-01176158","Apr 27, 2011",2011,4,"2300 W 111TH ST, Chicago, Illinois","coyote - Other - sighting",-87.678974,41.6921179
"Nuisance Animals","11-01205115","Apr 28, 2011",2011,4,"1300 W BELDEN AVE, Chicago, Illinois","coyote - Other - on street - coyote",-87.6608227,41.9234423
"Nuisance Animals","11-01278602","Apr 30, 2011",2011,4,"5300 W HUTCHINSON ST, Chicago, Illinois","COYOTE IN AREA - Other - NOW",-87.7599771,41.9580522
"Nuisance Animals","11-01335637","May 02, 2011",2011,5,"1500 N CLYBOURN AVE, Chicago, Illinois","2 COYOTES - Non Pet Animals Owned (goats, chickens, pigs, etc) - 2 COYOTES AROUND NURSING HOME",-87.6462027,41.9083122
"Nuisance Animals","11-01342794","May 02, 2011",2011,5,"900 N KINGSBURY ST, Chicago, Illinois","COYOTE SIGHTED IN THE AREA. - Unvaccinated animal",-87.6447015,41.8988315
"Nuisance Animals","11-01369190","May 03, 2011",2011,5,"1300 N MOHAWK ST, Chicago, Illinois","coyote in area heading toward larrabee - Other",-87.6420834,41.9056259
"Nuisance Animals","11-01378729","May 03, 2011",2011,5,"300 W HILL ST, Chicago, Illinois","COYOTE SIGHTED IN THE AREA. - Unvaccinated animal",-87.6361179,41.9032642
"Nuisance Animals","11-01378830","May 03, 2011",2011,5,"1200 N CLEVELAND AVE, Chicago, Illinois","COYOTE - Unvaccinated animal",-87.6411298,41.9037322
"Nuisance Animals","11-01379877","May 03, 2011",2011,5,"1300 N CLYBOURN AVE, Chicago, Illinois","COYOTE - Other - MED., GRAY, COYOTE RUNNING IN THE AREA",-87.6424495,41.9055035
"Nuisance Animals","11-01400730","May 04, 2011",2011,5,"7900 S SOUTH SHORE DR, Chicago, Illinois","coyote in area - Other",-87.5484316,41.7516455
"Nuisance Animals","11-01408338","May 04, 2011",2011,5,"1600 N HALSTED ST, Chicago, Illinois","OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE ROAMING THE STREET",-87.648605,41.911144
"Nuisance Animals","11-01408856","May 04, 2011",2011,5,"1700 N CLYBOURN AVE, Chicago, Illinois","OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE ROAMING THE STREET",-87.6513816,41.9119549
"Nuisance Animals","11-01439618","May 05, 2011",2011,5,"4800 S ASHLAND AVE, Chicago, Illinois","coyote - Other - 2 coyotes heading southbound",-87.665296,41.806649
"Nuisance Animals","11-01442083","May 05, 2011",2011,5,"1600 N ORCHARD ST, Chicago, Illinois","coyote - Other - coyote running field to chase rabbits",-87.6462025,41.9112262
"Nuisance Animals","11-01572772","May 09, 2011",2011,5,"7500 W CLARENCE AVE, Chicago, Illinois","COYOTE - Other - COYOTE SIGHTED IN THE AREA W/ RABBIT IN MOUTH.",-87.8136584,41.9944704
"Nuisance Animals","11-01589001","May 10, 2011",2011,5,"6800 N WAYNE AVE, Chicago, Illinois","COYOTE IN AREA - Other",-87.665271,42.005633
"Nuisance Animals","11-01604980","May 10, 2011",2011,5,"1400 N CLYBOURN AVE, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street",-87.6439677,41.9066346
"Nuisance Animals","11-01605866","May 10, 2011",2011,5,"1200 S LAKE SHORE DR, Chicago, Illinois","COYOTE - Other - LARGE, GRAY COYOTE NEAR 12TH ST BEACH",-87.6131611,41.8675569
"Nuisance Animals","11-01634688","May 11, 2011",2011,5,"1900 N MOHAWK ST, Chicago, Illinois","COYOTE - Other - LARGE, BRN., COYOTE RUNNING IN THE AREA",-87.6426008,41.9165937
"Nuisance Animals","11-01634923","May 11, 2011",2011,5,"1700 N MOHAWK ST, Chicago, Illinois","COYOTE - Other - MED., BRN., COYOTE WALKING IN THE AREA",-87.6422751,41.9128162
"Nuisance Animals","11-01638335","May 11, 2011",2011,5,"3800 S IRON ST, Chicago, Illinois","COYOTE - Other - CALLER SAID THAT THE COYOTE IS INSIDE THE FLEET MANAGMENT LOT WHERE THEY FUEL VEHICLES",-87.6593719,41.8250119
"Nuisance Animals","11-01656651","May 12, 2011",2011,5,"1400 N CLYBOURN AVE, Chicago, Illinois","caller said that she saw a coyote in the area - Other",-87.6439677,41.9066346
"Nuisance Animals","11-01673855","May 12, 2011",2011,5,"800 W BLACKHAWK ST, Chicago, Illinois","COYOTE - Other - COYOTE SIGHTING  ON SIDEWALK OUTSIDE A FENCED AREA AT THIS ADDRESS",-87.6482312,41.9085778
"Nuisance Animals","11-01778567","May 15, 2011",2011,5,"3600 N NARRAGANSETT AVE, Chicago, Illinois","COYOTE - Other - 2 MED., GRAY COYOTES IN CEMETARY",-87.7864081,41.9461361
"Nuisance Animals","11-01819822","May 17, 2011",2011,5,"7600 W FOSTER AVE, Chicago, Illinois","COYOTE - Other - COYOTE GOING INTO YARD OF BETHEL CHURCH",-87.8169077,41.9742991
"Nuisance Animals","11-01891485","May 18, 2011",2011,5,"10000 S PROSPECT AVE, Chicago, Illinois","COYOTE - Other - MED., GRAY, COYOTE ROAMING THE BLOCK",-87.6631028,41.7119847
"Nuisance Animals","11-01927020","May 19, 2011",2011,5,"500 W EUGENIE ST, Chicago, Illinois","CALLER STATES COYOTE IN AREA. - Other",-87.6414507,41.913052
"Nuisance Animals","11-01996964","May 21, 2011",2011,5,"2100 N LINCOLN AVE, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote walking around the area",-87.6418433,41.9202534
"Nuisance Animals","11-02103970","May 24, 2011",2011,5,"1600 N ORCHARD ST, Chicago, Illinois","COYOTE - Other - MED., GRAY, COYOTE RUNNING IN THE NEIGHBORHOOD",-87.6462025,41.9112262
"Nuisance Animals","11-02107238","May 24, 2011",2011,5,"3100 S VERNON AVE, Chicago, Illinois","Other - CALLER STATES COYOTE IN THE AREA. - Other",-87.6155483,41.8384376
"Nuisance Animals","11-02128287","May 25, 2011",2011,5,"1400 N CLYBOURN AVE, Chicago, Illinois","2 coyotes in area - Other",-87.6439677,41.9066346
"Nuisance Animals","11-02187154","May 27, 2011",2011,5,"1100 S MAYFIELD AVE, Chicago, Illinois","Other - 2 coyotes - 2 coyotes walking south on Mayfield. this area is near railways and near 290 (austin area)",-87.772082,41.867168
"Nuisance Animals","11-02247823","May 28, 2011",2011,5,"1200 N SEDGWICK ST, Chicago, Illinois","COYOTE - Other - GRAY, MED., COYOTE GOING SOUTHBOUND",-87.638373,41.9042165
"Nuisance Animals","11-02295850","May 30, 2011",2011,5,"3700 N KOSTNER AVE, Chicago, Illinois","coyote - Other - sighting",-87.7384337,41.9480104
