"type","request_number","date","year","month","block","description","lon","lat"
"Animal In Trap","12-01789570","Oct 20, 2012",2012,10,"5000 N WOLCOTT AVE, Chicago, Illinois","Opossum - Other - INSIDE DUMPSTER - PLS CALL FOR ENTRY - DUMPSTERS INSIDE THE YARD",-87.6765709,41.9726417
"Animal In Trap","12-01811414","Oct 25, 2012",2012,10,"7600 S NORMAL AVE, Chicago, Illinois","Opossum - Other",-87.6371516,41.7560621
"Animal In Trap","12-01820201","Oct 27, 2012",2012,10,"2500 W EASTWOOD AVE, Chicago, Illinois","Opossum - Backyard",-87.691474,41.965972
"Animal In Trap","12-01820373","Oct 27, 2012",2012,10,"12500 S EMERALD AVE, Chicago, Illinois","Opossum - Other- ANIMAL IS INSIDE THE GARBAGE CART ALIVE",-87.6406348,41.6667471
"Animal In Trap","12-01826388","Oct 29, 2012",2012,10,"9800 S MARYLAND AVE, Chicago, Illinois","Opossum - Backyard",-87.6033051,41.7164734
"Animal In Trap","12-01875492","Nov 09, 2012",2012,11,"0 W MARQUETTE RD, Chicago, Illinois","Opossum - Backyard INSIDE A WHITE BOX",-87.689936,41.7715047
"Animal In Trap","12-01905762","Nov 17, 2012",2012,11,"12400 S NORMAL AVE, Chicago, Illinois","Opossum - Backyard",-87.634716,41.668628
"Animal In Trap","12-01962921","Dec 04, 2012",2012,12,"4000 E 134TH ST, Chicago, Illinois","Opossum - ",-87.5293894,41.6524898
"Animal In Trap","12-01995208","Dec 13, 2012",2012,12,"1500 W 104TH ST, Chicago, Illinois","Opossum - Backyard",-87.6595717,41.7049121
"Animal In Trap","12-02006233","Dec 16, 2012",2012,12,"1300 W 73RD PL, Chicago, Illinois","Opossum - Backyard",-87.6573809,41.7606723
"Animal In Trap","12-02029728","Dec 22, 2012",2012,12,"6200 S EVANS AVE, Chicago, Illinois","Opossum - Backyard - Porch",-87.6074522,41.7819058
"Animal In Trap","13-00019225","Jan 05, 2013",2013,1,"5000 W ARGYLE ST, Chicago, Illinois","Opossum - Backyard--PLEASE CALL BEFORE GOING",-87.7529306,41.9718144
"Animal In Trap","13-00019871","Jan 05, 2013",2013,1,"5000 W ARGYLE ST, Chicago, Illinois","Opossum..... - Backyard along the fence...caller states someone from acc called her but she missed the call...caller states she still need the opossum picked up and this is her trap.caller states she didn't know to put her identification on the trap to after she caught the opossum..caller states for the city to pick up the animal and leave her trap..caller states she is in the emergency room",-87.7529306,41.9718144
"Animal In Trap","13-00019910","Jan 05, 2013",2013,1,"5000 W ARGYLE ST, Chicago, Illinois","Opossum - Backyard",-87.7529306,41.9718144
"Animal In Trap","13-00148636","Feb 07, 2013",2013,2,"4300 N MOBILE AVE, Chicago, Illinois","Opossum - Backyard",-87.7845764,41.9584893
"Animal In Trap","13-00158191","Feb 10, 2013",2013,2,"300 E GARFIELD BLVD, Chicago, Illinois","Opossum - Side of House side of business. Citgo gas station on 55th and King drive",-87.618967,41.795017
"Animal In Trap","13-00172001","Feb 13, 2013",2013,2,"2800 N NEW ENGLAND AVE, Chicago, Illinois","Opossum - Backyard",-87.7979049,41.9308506
"Animal In Trap","13-00184883","Feb 17, 2013",2013,2,"2800 N NEWLAND AVE, Chicago, Illinois","Opossum - Backyard (((( no locks on gate / please just go in))))",-87.7991497,41.930835
"Animal In Trap","13-00263121","Mar 08, 2013",2013,3,"500 W CULLERTON ST, Chicago, Illinois","Opossum - Backyard/ caller has it trapped under back stairs",-87.6404261,41.8556945
"Animal In Trap","13-00283220","Mar 13, 2013",2013,3,"10100 S EBERHART AVE, Chicago, Illinois","Opossum - Backyard",-87.6116376,41.7108522
"Animal In Trap","13-00288591","Mar 14, 2013",2013,3,"8400 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Opossum - Backyard",-87.615032,41.741796
"Animal In Trap","13-00498387","Apr 27, 2013",2013,4,"4600 S WALLACE ST, Chicago, Illinois","Opossum - Backyard on the back porch",-87.6407186,41.810768
"Animal In Trap","13-00533550","May 05, 2013",2013,5,"700 E 40TH ST, Chicago, Illinois","Opossum - Backyard - please call upon arrival",-87.6094219,41.8216655
"Animal In Trap","13-00600247","May 18, 2013",2013,5,"3600 N NEWCASTLE AVE, Chicago, Illinois","7 baby Opossums - Backyard - has them in a box",-87.7971898,41.9454775
"Animal In Trap","13-00603139","May 19, 2013",2013,5,"500 E 91ST PL, Chicago, Illinois","Opossum - Backyard",-87.6117147,41.7285455
"Animal In Trap","13-00678359","Jun 02, 2013",2013,6,"7800 W THORNDALE AVE, Chicago, Illinois","Opossum - Backyard",-87.8219787,41.9869033
"Animal In Trap","13-00679493","Jun 02, 2013",2013,6,"7800 W THORNDALE AVE, Chicago, Illinois","Opossum - Porch",-87.8219787,41.9869033
"Animal In Trap","13-00682229","Jun 03, 2013",2013,6,"7800 W THORNDALE AVE, Chicago, Illinois","Opossum - LOCATED AT FRONT YARD",-87.8219787,41.9869033
"Animal In Trap","13-00688370","Jun 04, 2013",2013,6,"3400 S WOOD ST, Chicago, Illinois","Opossum - Backyard     caller has trapped a  opossum inside a  55gal  bucket  ..",-87.6706828,41.8321449
"Animal In Trap","13-00712298","Jun 07, 2013",2013,6,"800 N LAVERGNE AVE, Chicago, Illinois","Opossum - Inside the House - ",-87.7506968,41.894959
"Animal In Trap","13-00725581","Jun 10, 2013",2013,6,"12600 S PRINCETON AVE, Chicago, Illinois","possum in the house",-87.6298016,41.6650848
"Animal In Trap","13-00753184","Jun 13, 2013",2013,6,"8700 S WABASH AVE, Chicago, Illinois","Opossum - Backyard...babay opossum in the garbage cart",-87.6230729,41.7361847
"Animal In Trap","13-00764217","Jun 16, 2013",2013,6,"4100 N WHIPPLE ST, Chicago, Illinois","Opossum - Backyard",-87.7047721,41.9558813
"Animal In Trap","13-00852764","Jun 29, 2013",2013,6,"7800 S PAXTON AVE, Chicago, Illinois","Opossum - Backyard, TRAPPED IN TOY BOX",-87.5714799,41.75334
"Animal In Trap","13-00853390","Jun 29, 2013",2013,6,"4700 N LAPORTE AVE, Chicago, Illinois","Opossum  (2-baby) - Backyard - ",-87.7516718,41.9662909
"Animal In Trap","13-00854379","Jun 30, 2013",2013,6,"5200 W 55TH ST, Chicago, Illinois","Opossum - Backyard",-87.7527016,41.7931432
"Animal In Trap","13-00867741","Jul 02, 2013",2013,7,"5400 S NEW ENGLAND AVE, Chicago, Illinois","Opossum - Backyard - opossum got into like large can .. but it cant get out.. pls take away - ",-87.7944124,41.7939267
"Animal In Trap","13-00887403","Jul 05, 2013",2013,7,"3000 N MONTICELLO AVE, Chicago, Illinois","Opossum - Backyard",-87.7186306,41.935448
"Animal In Trap","13-00927598","Jul 12, 2013",2013,7,"5700 N BERNARD ST, Chicago, Illinois","Opossum - Backyard, trap belongs to caller",-87.7150179,41.9848338
"Animal In Trap","13-01095941","Aug 06, 2013",2013,8,"10800 S EWING AVE, Chicago, Illinois","Opossum - Backyard----by the garage",-87.5356157,41.6989747
"Animal In Trap","13-01106683","Aug 07, 2013",2013,8,"4500 S WESTERN AVE, Chicago, Illinois","Opossum - Other IN A BOX INSIDE COMPLETE AUTO SERVICES....SHOP HOURS 8AM-6PM MONDAY THRU FRIDAY, AND SATURDAYS FROM 8AM-4PM.",-87.6849745,41.8119375
"Animal In Trap","13-01107357","Aug 07, 2013",2013,8,"1100 N MENARD AVE, Chicago, Illinois","Opossum - Inside the House",-87.7707794,41.9003906
"Animal In Trap","13-01138848","Aug 12, 2013",2013,8,"7100 N OTTAWA AVE, Chicago, Illinois","Opossum - Side of House",-87.8178795,42.0095858
"Animal In Trap","13-01147270","Aug 13, 2013",2013,8,"7100 N OTTAWA AVE, Chicago, Illinois","Opossum - Side of House",-87.8178795,42.0095858
"Animal In Trap","13-01172678","Aug 17, 2013",2013,8,"900 N LONG AVE, Chicago, Illinois","Opossum - Other- INSIDE A GARBAGE CART IN THE FRONT YARD",-87.7607076,41.8967196
"Animal In Trap","13-01211608","Aug 23, 2013",2013,8,"6500 S OAKLEY AVE, Chicago, Illinois","Opossum - Backyard/// CAN' T TAKE TRAP",-87.6811886,41.7754504
"Animal In Trap","13-01232610","Aug 27, 2013",2013,8,"13000 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","in a crate with a brick over it on the front  yard - Opossum - Other",-87.6131777,41.6854283
"Animal In Trap","13-01238244","Aug 28, 2013",2013,8,"6500 S OAKLEY AVE, Chicago, Illinois","Opossum - Backyard",-87.6811886,41.7754504
"Animal In Trap","13-01259835","Aug 31, 2013",2013,8,"9200 S WOODLAWN AVE, Chicago, Illinois","Opossum - Backyard",-87.595256,41.72753
"Animal In Trap","13-01268165","Sep 02, 2013",2013,9,"1800 W CULLERTON ST, Chicago, Illinois","2 OpossumS IN GRAY TRASH CAN - Backyard NEAR BASEMENT",-87.671193,41.8551929
"Animal In Trap","13-01286441","Sep 04, 2013",2013,9,"1800 E 72ND ST, Chicago, Illinois","Opossum INSIDE A PRIVATE DUMPSTER GREEN IN ALLEY - Other -",-87.5807713,41.7645024
"Animal In Trap","13-01297813","Sep 06, 2013",2013,9,"5700 W CORNELIA AVE, Chicago, Illinois","Opossum -UNDER THE PORCH",-87.7692888,41.9441948
"Animal In Trap","13-01304603","Sep 07, 2013",2013,9,"3500 S ROCKWELL ST, Chicago, Illinois","Backyard - Opossum",-87.6902159,41.8300462
"Animal In Trap","13-01309684","Sep 09, 2013",2013,9,"11400 S PARNELL AVE, Chicago, Illinois","Opossum - Other - in the driveway",-87.6364715,41.6866636
"Animal In Trap","13-01310714","Sep 09, 2013",2013,9,"11400 S PARNELL AVE, Chicago, Illinois","Opossum - Other--driveway behind stairwell",-87.6364715,41.6866636
"Animal In Trap","13-01336622","Sep 12, 2013",2013,9,"5100 S LAWNDALE AVE, Chicago, Illinois","Opossum - Backyard - the baby opossum is caught in a rat trap - the caller has place a box over the trap",-87.7159781,41.8006677
"Animal In Trap","13-01359963","Sep 16, 2013",2013,9,"6500 N WHIPPLE ST, Chicago, Illinois","Opossum IS INSIDE OF BLACK GARAGE CART IN  Backyard",-87.7061194,41.9994068
"Animal In Trap","13-01424014","Sep 25, 2013",2013,9,"3800 W 69TH PL, Chicago, Illinois","Opossum; walking by the school park on 70th st. Can someone come and take it, kids will be out of school soon. - Other",-87.7178581,41.7670725
"Animal In Trap","13-01431831","Sep 26, 2013",2013,9,"4200 W 82ND PL, Chicago, Illinois","Opossum - Backyard",-87.7267852,41.7430004
"Animal In Trap","13-01439897","Sep 27, 2013",2013,9,"10600 S STATE ST, Chicago, Illinois","Opossum - Other / IN GARBAGE CART, IN ALLEY, AT THE REAR OF THE HOUSE",-87.6235935,41.7016094
"Animal In Trap","13-01444682","Sep 29, 2013",2013,9,"6800 S CORNELL AVE, Chicago, Illinois","Opossum - Backyard - opossum is trapped under the grill in the enclosed backyard area.",-87.58536,41.771343
"Animal In Trap","13-01452758","Sep 30, 2013",2013,9,"1100 N MENARD AVE, Chicago, Illinois","Opossum - Inside the House",-87.7707794,41.9003906
"Animal In Trap","13-01460234","Oct 01, 2013",2013,10,"4700 W NORTH AVE, Chicago, Illinois","Opossum - Backyard",-87.7436548,41.9100386
"Animal In Trap","13-01484024","Oct 04, 2013",2013,10,"1100 N MENARD AVE, Chicago, Illinois","Opossum - Inside the House",-87.7707794,41.9003906
"Animal In Trap","13-01511818","Oct 09, 2013",2013,10,"6000 S KOLMAR AVE, Chicago, Illinois","Requesting possum trap. - Opossum",-87.7366338,41.7838354
"Animal In Trap","13-01514332","Oct 10, 2013",2013,10,"600 E 60TH ST, Chicago, Illinois","Opossum - Backyard - the animal inside a 5 gallon bucket - the janitor is not able to get in the back of the building",-87.6109228,41.7857942
"Animal In Trap","13-01528070","Oct 12, 2013",2013,10,"5100 S LAVERGNE AVE, Chicago, Illinois","Opossum - Backyard trapped in a pile of wood",-87.7480954,41.8000982
"Animal In Trap","13-01531563","Oct 14, 2013",2013,10,"8200 S YATES BLVD, Chicago, Illinois","Opossum - Backyard",-87.5664469,41.7461397
"Animal In Trap","13-01559948","Oct 18, 2013",2013,10,"3100 W 38TH ST, Chicago, Illinois","Opossum - Other - OPOSSUM IS INSIDE THE BLACK GARBAGE CAN SINCE TUESDAY. OPOSSUM CANNOT GET OUT. CART IS IN THE ALLEY.",-87.7019958,41.8244566
"Animal In Trap","13-01567647","Oct 20, 2013",2013,10,"7400 S RACINE AVE, Chicago, Illinois","Opossum - Other - INSIDE THE GARBAGE CART",-87.6544522,41.7594471
"Animal In Trap","13-01592064","Oct 23, 2013",2013,10,"5400 W BERTEAU AVE, Chicago, Illinois","Raccoon - Inside the House - Opossum",-87.7623992,41.9570927
"Animal In Trap","13-01611409","Oct 28, 2013",2013,10,"10300 S TRUMBULL AVE, Chicago, Illinois","Opossum - Backyard",-87.7077553,41.7059389
"Animal In Trap","13-01661043","Nov 05, 2013",2013,11,"5300 N NEWCASTLE AVE, Chicago, Illinois","Opossum - Backyard",-87.7977491,41.9773164
"Animal In Trap","13-01804993","Dec 04, 2013",2013,12,"9000 S CONSTANCE AVE, Chicago, Illinois","opossum in garbage cart - streets and sans turned cart over on its side and left it like that so it would run out, but the lid is closed and it has not .. pls pick up opossum - Opossum - Other",-87.5794568,41.7312937
"Animal In Trap","13-01838681","Dec 11, 2013",2013,12,"6100 S KNOX AVE, Chicago, Illinois","Opossum - Backyard",-87.7390186,41.781979
"Animal In Trap","13-01844206","Dec 12, 2013",2013,12,"6100 S KNOX AVE, Chicago, Illinois","CALLER GIVES PERMISSION TO JUST GO IN YARD TO GET Opossum - Backyard - 7:30 TO 3:30PM CALLER IS UNABLE TO ANSWER PHONE.",-87.7390186,41.781979
"Animal In Trap","13-01864474","Dec 17, 2013",2013,12,"8200 S EMERALD AVE, Chicago, Illinois","Opossum - Inside the House -[available for entry until 1pm, please contact prior to coming out]",-87.643007,41.745088
"Animal Trap Request","11-00003828","Jan 02, 2011",2011,1,"600 N LOREL AVE, Chicago, Illinois","Inside House - Opossum",-87.7595769,41.891334
"Animal Trap Request","11-00003908","Jan 02, 2011",2011,1,"1400 N LOREL AVE, Chicago, Illinois","Enclosed Porch - Opossum INSIDE A BOX AT REAR PORCH.",-87.759583,41.9058446
"Animal Trap Request","11-00003932","Jan 02, 2011",2011,1,"2000 N TRIPP AVE, Chicago, Illinois","caller thinks she may have a opposum in basement.states she saw the prints - Inside House - Opossum",-87.7326454,41.9171098
"Animal Trap Request","11-00010794","Jan 03, 2011",2011,1,"10800 S DREW ST, Chicago, Illinois","Inside House - Opossum",-87.6645745,41.6973862
"Animal Trap Request","11-00011129","Jan 03, 2011",2011,1,"3700 N LEAVITT ST, Chicago, Illinois","Several Opossum have been sighted in her yard.",-87.6834484,41.9486119
"Animal Trap Request","11-00012112","Jan 03, 2011",2011,1,"4800 W HUTCHINSON ST, Chicago, Illinois","Inside House - Opossum IS INSIDE THE LIVINIG ROOM OF THIS HOME",-87.7475975,41.9580589
"Animal Trap Request","11-00017162","Jan 04, 2011",2011,1,"5700 S MASON AVE, Chicago, Illinois"," Porch -  Opossum is under gas grill - jumped out and hissed at woman. Animal control ws here earlier , possum was gone - hes back now-back of house under grill",-87.7709716,41.7887767
"Animal Trap Request","11-00018051","Jan 04, 2011",2011,1,"3500 S SEELEY AVE, Chicago, Illinois","Enclosed Porch - Opossum",-87.6765091,41.8303751
"Animal Trap Request","11-00024859","Jan 05, 2011",2011,1,"8600 S PAULINA ST, Chicago, Illinois","Inside House - Opossum..MAYBE BE A FAMILY THERE IS MORE THAN ONE",-87.665886,41.737393
"Animal Trap Request","11-00025352","Jan 05, 2011",2011,1,"7200 S ARTESIAN AVE, Chicago, Illinois","Inside House - Opossum",-87.6847669,41.762714
"Animal Trap Request","11-00027836","Jan 06, 2011",2011,1,"7200 S LOWE AVE, Chicago, Illinois","Inside House - Opossum - FRONT DOOR IS LOCKED  PLS COME TO REAR OF PROPERTY",-87.6404359,41.763253
"Animal Trap Request","11-00037966","Jan 07, 2011",2011,1,"1100 W 104TH ST, Chicago, Illinois","Inside House - Opossum",-87.6502708,41.7054234
"Animal Trap Request","11-00046651","Jan 10, 2011",2011,1,"900 W 95TH ST, Chicago, Illinois","Inside House - Opossum",-87.6458771,41.7216667
"Animal Trap Request","11-00053979","Jan 11, 2011",2011,1,"5500 N NATCHEZ AVE, Chicago, Illinois","Inside House - Opossum",-87.7892257,41.9811834
"Animal Trap Request","11-00058307","Jan 12, 2011",2011,1,"6300 S WINCHESTER AVE, Chicago, Illinois","Inside House - Opossum",-87.6726819,41.7793371
"Animal Trap Request","11-00059818","Jan 12, 2011",2011,1,"4900 N WHIPPLE ST, Chicago, Illinois","Inside House - Opossum",-87.7051906,41.9704456
"Animal Trap Request","11-00064955","Jan 13, 2011",2011,1,"5500 N NATCHEZ AVE, Chicago, Illinois","Inside House - Opossum",-87.7892257,41.9811834
"Animal Trap Request","11-00066256","Jan 13, 2011",2011,1,"3500 S SEELEY AVE, Chicago, Illinois","Opossum - Enclosed Porch",-87.6765091,41.8303751
"Animal Trap Request","11-00073593","Jan 16, 2011",2011,1,"5500 N NATCHEZ AVE, Chicago, Illinois","Attached Garage - Opossum",-87.7892257,41.9811834
"Animal Trap Request","11-00073628","Jan 16, 2011",2011,1,"11800 S EMERALD AVE, Chicago, Illinois","Inside House - Opossum",-87.6407621,41.6796683
"Animal Trap Request","11-00077618","Jan 18, 2011",2011,1,"600 E 92ND PL, Chicago, Illinois","Inside House - Opossum",-87.6092074,41.7267052
"Animal Trap Request","11-00082210","Jan 19, 2011",2011,1,"5500 W WALTON ST, Chicago, Illinois","Attached Garage - Opossum",-87.7639177,41.8977577
"Animal Trap Request","11-00085428","Jan 19, 2011",2011,1,"7500 S DAMEN AVE, Chicago, Illinois","Inside House - Opossum",-87.6738667,41.7570289
"Animal Trap Request","11-00092686","Jan 20, 2011",2011,1,"7700 S HOMAN AVE, Chicago, Illinois","Attached Garage - Opossum",-87.7076591,41.7532316
"Animal Trap Request","11-00094238","Jan 20, 2011",2011,1,"5300 N LAKEWOOD AVE, Chicago, Illinois","caller a senior - Inside House - Opossum",-87.6624086,41.978126
"Animal Trap Request","11-00103969","Jan 21, 2011",2011,1,"9400 S HOYNE AVE, Chicago, Illinois","Opossum",-87.6747974,41.722677
"Animal Trap Request","11-00105950","Jan 22, 2011",2011,1,"1500 N LOCKWOOD AVE, Chicago, Illinois","Inside House - Opossum",-87.7587083,41.9077909
"Animal Trap Request","11-00110261","Jan 24, 2011",2011,1,"4800 S WOLCOTT AVE, Chicago, Illinois","Inside House - Opossum",-87.6725029,41.8065943
"Animal Trap Request","11-00110913","Jan 24, 2011",2011,1,"5600 S STATE ST, Chicago, Illinois","Inside House - Opossum  this is the speedway auto center",-87.6259778,41.7926246
"Animal Trap Request","11-00117459","Jan 25, 2011",2011,1,"7900 S PERRY AVE, Chicago, Illinois","Inside House - Opossum",-87.6285583,41.7517106
"Animal Trap Request","11-00123281","Jan 25, 2011",2011,1,"3500 S SEELEY AVE, Chicago, Illinois","Enclosed Porch - Opossum caller's 3rd call.",-87.6765091,41.8303751
"Animal Trap Request","11-00128814","Jan 26, 2011",2011,1,"11600 S ASHLAND AVE, Chicago, Illinois","Inside House - Opossum, trying calling client before coming (available about noon-time)",-87.6615397,41.6830086
"Animal Trap Request","11-00135093","Jan 27, 2011",2011,1,"400 N LAWLER AVE, Chicago, Illinois","Inside House - Opossum",-87.7518929,41.8879787
"Animal Trap Request","11-00136448","Jan 27, 2011",2011,1,"8600 S LAFLIN ST, Chicago, Illinois","Inside House - Opossum",-87.6609162,41.7375138
"Animal Trap Request","11-00141890","Jan 28, 2011",2011,1,"4800 S WOLCOTT AVE, Chicago, Illinois","Inside House - Opossum",-87.6725029,41.8065943
"Animal Trap Request","11-00151253","Jan 31, 2011",2011,1,"8400 S RHODES AVE, Chicago, Illinois","Inside House - Opossum - call first to make sure someone will be home",-87.6117918,41.7418802
