Type,Service Request No,Created Date,Created Year,Created Month,Block Address,Description
Animal In Trap,12-01180661,"Jul 02, 2012",2012,7,13100 S BUFFALO AVE,Raccoon - Backyard
Animal In Trap,12-01181862,"Jul 02, 2012",2012,7,4300 S VINCENNES AVE,Raccoon - Backyard
Animal In Trap,12-01195265,"Jul 03, 2012",2012,7,9900 S LA SALLE ST,Raccoon - Backyard
Animal In Trap,12-01201699,"Jul 05, 2012",2012,7,4300 S VINCENNES AVE,Raccoon - Other - INSIDE THE GARBAGE CART --- CART IN THE YARD - PLS CALL OR KNOCK FOR ENTRY --- SENIOR
Animal In Trap,12-01216686,"Jul 07, 2012",2012,7,5000 N ST LOUIS AVE,Raccoon - Other. front of house on roof.  racoon is yelling.
Animal In Trap,12-01245342,"Jul 12, 2012",2012,7,7000 N CALIFORNIA AVE,Raccoon - Other- ROOF
Animal In Trap,12-01246495,"Jul 12, 2012",2012,7,2700 W LUNT AVE,Raccoon - Other...THE TRAP IS ON THE ROOF WAS MADE AWARE THAT A/C WILL NOT GO ON THE ROOF TO GET IT ...NEIGHBORS WILL TRY TO GET IT DOWN WORRIED ABOUT IT BEING IN THE HOT SUN ALL DAY
Animal In Trap,12-01281837,"Jul 18, 2012",2012,7,3100 N SPAULDING AVE,Raccoon - Backyard
Animal In Trap,12-01298431,"Jul 20, 2012",2012,7,4000 S CALUMET AVE,Raccoon - Other THERE ARE TWO RACCOONS TRAPPED IN THE METAL DUMPSTER IN THE ALLEY
Animal In Trap,12-01304320,"Jul 21, 2012",2012,7,4700 N DOVER ST,Raccoon - Other    INSIDE A  DUMPSTER   IN THE DRIVEWAY  OFF THE ALLEY
Animal In Trap,12-01351372,"Jul 27, 2012",2012,7,5400 N WINTHROP AVE,Raccoon - Other       INSIDE OF TRASH CART
Animal In Trap,12-01351406,"Jul 27, 2012",2012,7,8100 S PAULINA ST,Raccoon - Other YELLOW DUMPSTER IN ALLEY
Animal In Trap,12-01356550,"Jul 28, 2012",2012,7,2200 E 102ND ST,Raccoon - Inside the House
Animal In Trap,12-01356551,"Jul 28, 2012",2012,7,3300 W 64TH PL,Raccoon - Front of Front Porch - per cllr its their own personal trap
Animal In Trap,12-01372063,"Jul 31, 2012",2012,7,5200 W ROSCOE ST,Raccoon - Backyard
Animal In Trap,12-01382279,"Aug 02, 2012",2012,8,10900 S WASHTENAW AVE,Raccoon - Side of House--ANIMAL IS INSIDE THE GARBAGE CAN
Animal In Trap,12-01391496,"Aug 03, 2012",2012,8,7700 S HOYNE AVE,Raccoon - Backyard IN THE DRIVEWAY INSIDE OF BLACK GARAGE CART -
Animal In Trap,12-01392297,"Aug 03, 2012",2012,8,9400 S HOYNE AVE,Raccoon - Other - inside garbage cart  - Cart will be in the hse
Animal In Trap,12-01394757,"Aug 04, 2012",2012,8,9900 S DAMEN AVE,Raccoon - Backyard
Animal In Trap,12-01424818,"Aug 09, 2012",2012,8,6200 N MAGNOLIA AVE,Raccoon - Porch...neighbors have raccoon in trap and raccoon has been in there for a wile
Animal In Trap,12-01425893,"Aug 09, 2012",2012,8,6200 N MAGNOLIA AVE,Raccoon - Porch  **caller states he noticed there is a raccoon inside the trap at this house and animal is screaming.
Animal In Trap,12-01431467,"Aug 10, 2012",2012,8,1800 W 108TH PL,Raccoon - Inside the House/inside attic
Animal In Trap,12-01449489,"Aug 14, 2012",2012,8,3600 N RECREATION DR,"Raccoon - Other - raccoon in garbage cart, near tennis courts"
Animal In Trap,12-01455788,"Aug 15, 2012",2012,8,3300 W 64TH PL,Raccoon - Side of House- CALLER WAS TOLD SHE CAN GET ANOTHER TRAP
Animal In Trap,12-01469732,"Aug 17, 2012",2012,8,8500 S DREXEL AVE,Raccoon - Backyard
Animal In Trap,12-01477451,"Aug 19, 2012",2012,8,3300 W 64TH PL,Raccoon - Backyard
Animal In Trap,12-01487242,"Aug 21, 2012",2012,8,3300 W 64TH PL,Raccoon - Backyard
Animal In Trap,12-01506725,"Aug 23, 2012",2012,8,7700 S DR MARTIN LUTHER KING JR DR,Raccoon - Backyard
Animal In Trap,12-01507065,"Aug 24, 2012",2012,8,7700 S DR MARTIN LUTHER KING JR DR,TWO HOUSES NORTH OF THIS LOCATION IS WHERE ACTUAL ANMIMALS ARE LOCATED  - Raccoon(2 BABY RACOONS) - Backyard
Animal In Trap,12-01526639,"Aug 28, 2012",2012,8,4600 W JACKSON BLVD,Raccoon - Inside the House
Animal In Trap,12-01534418,"Aug 29, 2012",2012,8,5600 N MASON AVE,Raccoon - Backyard
Animal In Trap,12-01542435,"Aug 30, 2012",2012,8,4600 W JACKSON BLVD,Raccoon - Backyard
Animal In Trap,12-01555134,"Sep 03, 2012",2012,9,3300 W 64TH PL,Raccoon - Other-front yard by tree
Animal In Trap,12-01559426,"Sep 04, 2012",2012,9,1100 S HAMILTON AVE,Raccoon - Otherraccoon is in the east building trapped in corner by pallets by elevator where employees get off. Its between plumbers and electricians shop.
Animal In Trap,12-01564398,"Sep 05, 2012",2012,9,1100 S HAMILTON AVE,Raccoon - Other - inside the juvenille detention center - lower level dock area in the mechanical room
Animal In Trap,12-01578078,"Sep 07, 2012",2012,9,4800 N ALBANY AVE,"Raccoon - Other - raccoon is stuck in a metal dumpster on the side of a 3 flat bldg., in the driveway"
Animal In Trap,12-01595332,"Sep 11, 2012",2012,9,4200 N MILWAUKEE AVE,Raccoon - Porch
Animal In Trap,12-01611737,"Sep 13, 2012",2012,9,5200 W FERDINAND ST,Raccoon - Backyard - no working doorbell; please knock on the doorbell
Animal In Trap,12-01623405,"Sep 16, 2012",2012,9,5200 N WAYNE AVE,Raccoon - Inside the House. IN ATTIC
Animal In Trap,12-01626124,"Sep 17, 2012",2012,9,1300 W BERWYN AVE,Raccoon -FRONT Porch    THE CALLER MENTION THAT THERE WAS A REQUEST PU IN FOR THE ADDRESS OF ABOUT A RACCOON IN A TRAP THE CALLER REMOVED THE TRAP TO THE ADDRESS OF 
Animal In Trap,12-01669260,"Sep 25, 2012",2012,9,3600 W 68TH ST,Raccoon - Backyard
Animal In Trap,12-01676639,"Sep 26, 2012",2012,9,3600 W 68TH ST,Raccoon - Backyard
Animal In Trap,12-01697285,"Oct 02, 2012",2012,10,11200 S LONGWOOD DR,Raccoon - Side of House - CALLER WOULD LIKE ANIMAL CONTROL TO LEAVE ANOTHER TRAP
Animal In Trap,12-01700000,"Oct 02, 2012",2012,10,1300 W 97TH PL,Raccoon - Other---inside garbage cart---very aggressive
Animal In Trap,12-01705521,"Oct 03, 2012",2012,10,600 E BOWEN AVE,"Raccoon - Other,alley inside garbage  can"
Animal In Trap,12-01723345,"Oct 08, 2012",2012,10,3900 W 59TH PL,2 -   Raccoon - Porch
Animal In Trap,12-01727641,"Oct 09, 2012",2012,10,3700 W 50TH PL,Raccoon - Other - TRAPPED IN GARBAGE CART - CALLER IS NXT DOOR.. 
Animal In Trap,12-01749746,"Oct 15, 2012",2012,10,9300 S LONGWOOD DR,Raccoon - Other    inside of garbage cart
Animal In Trap,12-01783631,"Oct 19, 2012",2012,10,4400 S KILPATRICK AVE,Raccoon - Other  (LOCATED IN THE SHED)
Animal In Trap,12-01787941,"Oct 19, 2012",2012,10,4400 S KILPATRICK AVE,Raccoon - Other IN A SHED CALLER CALLED 2X. PREVIOUS SR 12-01783631.
Animal In Trap,12-01793986,"Oct 22, 2012",2012,10,7700 S EBERHART AVE,Raccoon - Other...IS TRAPPED IN THE GARBAGE CAN ON THE SCHOOLYARD @ ST DOROTHY'S SCHOOL
Animal In Trap,12-01821528,"Oct 28, 2012",2012,10,5000 N KILDARE AVE,Raccoon - Other - inside garbage cart in the alley
Animal In Trap,12-01978873,"Dec 08, 2012",2012,12,3400 N LAKE SHORE DR,Raccoon - Backyard - IN THE AUTO GARAGE
Animal In Trap,13-00079630,"Jan 22, 2013",2013,1,8000 S MAY ST,Raccoon - Other  backyard under porch in the back
Animal In Trap,13-00160160,"Feb 11, 2013",2013,2,7800 S KIMBARK AVE,Raccoon - Backyard
Animal In Trap,13-00163768,"Feb 11, 2013",2013,2,5200 S PARKSIDE AVE,Raccoon - Backyard- on deck
Animal In Trap,13-00192051,"Feb 19, 2013",2013,2,11500 S LONGWOOD DR,Raccoon IS INSIDE OF BLACK GARAGE CART IN DRIVEWAY - Other
Animal In Trap,13-00206304,"Feb 22, 2013",2013,2,11100 S ESMOND ST,Raccoon - Backyard - Porch
Animal In Trap,13-00206320,"Feb 22, 2013",2013,2,11100 S ESMOND ST,Raccoon - Inside the House
Animal In Trap,13-00293313,"Mar 15, 2013",2013,3,9800 S AVENUE H ,Raccoons in the back porch of the house - Raccoon - Porch
Animal In Trap,13-00352035,"Mar 28, 2013",2013,3,300 W 97TH ST,5 baby Raccoon's - Side of House by a tree in a container
Animal In Trap,13-00357066,"Mar 30, 2013",2013,3,2500 N SAWYER AVE,Raccoon - Side of House
Animal In Trap,13-00389231,"Apr 06, 2013",2013,4,3800 W HAYFORD ST,Raccoon - Backyard
Animal In Trap,13-00408985,"Apr 10, 2013",2013,4,9100 S LEAVITT ST,Raccoon - Inside the House
Animal In Trap,13-00503717,"Apr 29, 2013",2013,4,6100 N NEWBURG AVE,Raccoon - Side of House / full access to trap...
Animal In Trap,13-00571445,"May 13, 2013",2013,5,9900 S PROSPECT AVE,Raccoon - Backyard
Animal In Trap,13-00574628,"May 14, 2013",2013,5,9700 S WINSTON AVE,Raccoon - Porch
Animal In Trap,13-00590531,"May 16, 2013",2013,5,3900 W FULLERTON AVE,Raccoon  INSIDE OF TRAP IN FRONT OF BUSINESS - Other -FULLERTON & PULASKI
Animal In Trap,13-00598889,"May 17, 2013",2013,5,13400 S AVENUE N ,CALLER STATES THAT THERE ARE RACOONS IN ABANDONED BUILDING AND RUNNING OUT AT NIGHT - Raccoon - Backyard
Animal In Trap,13-00600513,"May 18, 2013",2013,5,4400 N POTAWATOMIE AVE,Raccoon - Backyard
Animal In Trap,13-00620459,"May 22, 2013",2013,5,2000 W 68TH ST,Raccoon - Backyard
Animal In Trap,13-00639143,"May 26, 2013",2013,5,4400 N RACINE AVE,at base of tree at alley behind building - in back yard - Raccoon - Backyard / caller states raccoon in cage for at least 3 days
Animal In Trap,13-00641371,"May 28, 2013",2013,5,11200 S DRAKE AVE,Raccoon - Backyard
Animal In Trap,13-00716910,"Jun 07, 2013",2013,6,6300 S OAK PARK AVE,Raccoon - Backyard
Animal In Trap,13-00762240,"Jun 15, 2013",2013,6,4000 W ADAMS ST,Raccoon - Porch
Animal In Trap,13-00763593,"Jun 16, 2013",2013,6,8200 S DANTE AVE,"Raccoon - Other,cage  will be in driveway"
Animal In Trap,13-00805529,"Jun 23, 2013",2013,6,9700 S LUELLA AVE,Raccoon - Inside the House
Animal In Trap,13-00814152,"Jun 24, 2013",2013,6,9600 S LONGWOOD DR,"Raccoon - Other RIDGE PARKHOUSE, GOT RACCOON OUT OF MACHINE AND ITS OUT, PLEASE PICK UP THE CAGE."
Animal In Trap,13-00839778,"Jun 27, 2013",2013,6,1800 N CENTRAL PARK AVE,Raccoon - Other  // REAR YARD  
Animal In Trap,13-00845551,"Jun 28, 2013",2013,6,7700 S ALBANY AVE,Raccoon - Backyard
Animal In Trap,13-00854720,"Jun 30, 2013",2013,6,5300 W RACE AVE,Raccoon - Other- INSIDE THE GARBAGE CART
Animal In Trap,13-00860869,"Jul 01, 2013",2013,7,13000 S AVENUE N ,Raccoon - Other raccoon in the trash cart
Animal In Trap,13-00866393,"Jul 02, 2013",2013,7,12000 S LAFLIN ST,Raccoon - Backyard
Animal In Trap,13-00878056,"Jul 03, 2013",2013,7,7100 S ARTESIAN AVE,Raccoon in Attic needs traps or someone to remove them....coming from a vacant lot tree rignt next door - Raccoon - Inside the House
Animal In Trap,13-00882067,"Jul 04, 2013",2013,7,6700 N OKETO AVE,Raccoon - Inside the House - 
Animal In Trap,13-00904556,"Jul 09, 2013",2013,7,4000 W GLENLAKE AVE,Raccoon - Backyard..blue ribbon taxi raccoon trapped in the garbage can -
Animal In Trap,13-00926155,"Jul 12, 2013",2013,7,3800 N MONTICELLO AVE,Raccoon - Side of House ON GRACE STREET SIDE - 3 TRAPS WITH RACCOONS INSIDE FOR AT LEAST 24 HOURS. CALLER DOES NOT WHO PUT TRAPS OUT.
Animal In Trap,13-00938812,"Jul 15, 2013",2013,7,10400 S UNION AVE,Raccoon - Porch FRONT YARD IN A TRAP
Animal In Trap,13-00944874,"Jul 15, 2013",2013,7,9700 S LUELLA AVE,Raccoon - Backyard-----   2 traps/2 raccoons
Animal In Trap,13-00948933,"Jul 16, 2013",2013,7,5300 W QUINCY ST,Raccoon - Backyard
Animal In Trap,13-00986337,"Jul 19, 2013",2013,7,2400 N MANGO AVE,Raccoon - Backyard
Animal In Trap,13-00990313,"Jul 20, 2013",2013,7,5800 N MANTON AVE,Raccoon-RACCOON INSIDE CITY GARBAGE CART IN ALLEY
Animal In Trap,13-01020377,"Jul 25, 2013",2013,7,4500 N MARIA CT,Raccoon - Side of House - RACCOON TRAPPED IN GARBAGE CART
Animal In Trap,13-01021926,"Jul 25, 2013",2013,7,6800 N MENDOTA AVE,there is a raccoon in the trash cart - Raccoon - Other
Animal In Trap,13-01028415,"Jul 26, 2013",2013,7,4500 N MARIA CT,"Raccoon - Side of House---raccoon is inside black garbage cart for 2 days. come off at cummberland and windsor and go down to marie ct.---he's located at north of montrose,  west of cumberland,   south of lawrence."
Animal In Trap,13-01051106,"Jul 30, 2013",2013,7,5600 W EASTWOOD AVE,Raccoon - Inside the House
Animal In Trap,13-01065306,"Aug 01, 2013",2013,8,1200 W 73RD PL,Raccoon - Other-- raccoon inside the garbage can in the back yard
Animal In Trap,13-01093682,"Aug 05, 2013",2013,8,1900 N RIDGEWAY AVE,Raccoon - Backyard - caller has a trap in his backyard for rats and now there is a raccoon with his paw stuck in the trap
Animal In Trap,13-01105171,"Aug 07, 2013",2013,8,9800 S CHARLES ST,Raccoon - Backyard - 2 RACCOONS  & A CAT THAT MIGHT BE SOMEONES PET - PLS CALL BEFORE COMING OUT. -
Animal In Trap,13-01128825,"Aug 11, 2013",2013,8,10500 S MARYLAND AVE,Raccoon - Other - its by the trash cart in a wired cage the caller thinks might be dying
Animal In Trap,13-01131395,"Aug 12, 2013",2013,8,8600 S BISHOP ST,Raccoon - Side of House on driveway
Animal In Trap,13-01137558,"Aug 12, 2013",2013,8,7200 S PERRY AVE,RACCOON STUCK INSIDE GARBAGE CART
Animal In Trap,13-01170362,"Aug 16, 2013",2013,8,0 E 123RD ST,Raccoon - Other..raccoon is in the garbage cart
Animal In Trap,13-01216844,"Aug 24, 2013",2013,8,7000 N OSCEOLA AVE,Raccoon - Side of House gangway a/c just drove by and did not stop by the time homeowner got out the truck was gone animal is bleeding and caller was able to get inside a trap 4th request
Animal In Trap,13-01231180,"Aug 27, 2013",2013,8,9600 S WINCHESTER AVE,Raccoon - Backyard
Animal In Trap,13-01233526,"Aug 27, 2013",2013,8,13000 S DR MARTIN LUTHER KING JR DR,Raccoon - Backyard
Animal In Trap,13-01239701,"Aug 28, 2013",2013,8,7700 S ALBANY AVE,Raccoon - Inside the House
Animal In Trap,13-01270143,"Sep 03, 2013",2013,9,3000 S ROCKWELL ST,Raccoon - Backyard
Animal In Trap,13-01287652,"Sep 04, 2013",2013,9,4400 N POTAWATOMIE AVE,2 RACCOONS IN TRAPS - Raccoon
Animal In Trap,13-01319787,"Sep 10, 2013",2013,9,8300 S SCOTTSDALE AVE,Raccoon - Side of House SIDE YARD  AT PICNIC TABLE
Animal In Trap,13-01360066,"Sep 16, 2013",2013,9,4900 W MONTROSE AVE,Raccoon - Backyard - LEAVING FOR FUNERAL IN 2 HRS WILLNOT RETURN UNTIL ABOUT 10:00 PM AND ALSO HAS SERVICES TOMORROW LEAVING ABOUT 9:30 AM PLS CONTACT AND LET CALLER KNOW WHEN AC CAN PICKUP RACCOON IN TRAP
Animal In Trap,13-01447518,"Sep 30, 2013",2013,9,3800 W LAWRENCE AVE,Raccoon - Porch
Animal In Trap,13-01450337,"Sep 30, 2013",2013,9,8200 S CHRISTIANA AVE,Raccoon - Other...animal is trapped in garbage cart this is an elementry school owen SCHOLASTIC academy
Animal In Trap,13-01456401,"Oct 01, 2013",2013,10,3800 W LAWRENCE AVE,Raccoon - Backyard
Animal In Trap,13-01469953,"Oct 02, 2013",2013,10,4200 N OAKLEY AVE,Raccoon - Porch
Animal In Trap,13-01491804,"Oct 07, 2013",2013,10,9700 S GENOA AVE,"Raccoon - Other, inside the garbage can in the alley, and it's still alive....caller states the garbage men run tomorrow."
Animal In Trap,13-01498040,"Oct 08, 2013",2013,10,9200 S HAMILTON AVE,Raccoon - Other - inside the playhouse of Christ the King School
Animal In Trap,13-01529780,"Oct 13, 2013",2013,10,8100 S ASHLAND AVE,FIRE DEPARTMENT DOESN'T NEED TRAP ANYMORE / THE ANIMAL IS GONE - Raccoon - Backyard
Animal In Trap,13-01530446,"Oct 13, 2013",2013,10,700 N DRAKE AVE,"Raccoon - Backyard, cage near the alley, outside of the garage"
Animal In Trap,13-01532256,"Oct 14, 2013",2013,10,6200 S INDIANA AVE,Raccoon - Backyard - PLEASE CALL BEFORE COMING
Animal In Trap,13-01535890,"Oct 15, 2013",2013,10,3300 N NEVA AVE,Raccoon - Side of House NEAR THE LITTLE GATE UNLOCK
Animal In Trap,13-01577208,"Oct 21, 2013",2013,10,13400 S BALTIMORE AVE,Raccoon - Inside the House
Animal In Trap,13-01592064,"Oct 23, 2013",2013,10,5400 W BERTEAU AVE,Raccoon - Inside the House - Opossum
Animal In Trap,13-01599625,"Oct 24, 2013",2013,10,700 E 79TH ST,"ALTIMATE LOOK (BEAUTY SALON) - Raccoon - Other(BASEMENT/LOWER LEVEL).
"
Animal In Trap,13-01621002,"Oct 29, 2013",2013,10,5200 S GREEN ST,Raccoon - Backyard/inside callers garabage cart
Animal In Trap,13-01658852,"Nov 05, 2013",2013,11,2800 W 39TH PL,Neighbor states there is a family of Racoons stuck in garage at  - Raccoon - Other
Animal In Trap,13-01663368,"Nov 06, 2013",2013,11,2000 N NORDICA AVE,Raccoon - Backyard - 
Animal In Trap,13-01764303,"Nov 25, 2013",2013,11,1900 W 107TH ST,"Raccoon - Other - Raccoon is not in trap, is in the middle of the street and is in distressed"
Animal In Trap,13-01787795,"Nov 30, 2013",2013,11,1700 W 100TH ST,"Raccoon - Other / ON TOP OF THE LOWER ROOF. ABOUT 1 1/2 STORIES HIGH - PER CALLER THE RACCOON HAS BEEN IN THE TRAP FOR SEVERAL DAYS. - CALLER WALKS THIS WAY AND NOTICED THE TRAP, SHE DOES NOT OWN THE HOUSE."
Animal In Trap,13-01803220,"Dec 04, 2013",2013,12,5300 S NAGLE AVE,Raccoon - Backyard
Animal In Trap,13-01867609,"Dec 18, 2013",2013,12,8200 S EAST END AVE,Raccoon - Backyard
Animal Trap Request,11-00000898,"Jan 01, 2011",2011,1,3300 S HALSTED ST,Attached Garage - Raccoon
Animal Trap Request,11-00001998,"Jan 01, 2011",2011,1,3300 S HALSTED ST,Inside House - Raccoon in attic
Animal Trap Request,11-00002360,"Jan 01, 2011",2011,1,6400 S SEELEY AVE,Inside House - Raccoon
Animal Trap Request,11-00003315,"Jan 01, 2011",2011,1,6100 N TALMAN AVE,Enclosed Porch - Raccoon
Animal Trap Request,11-00003624,"Jan 02, 2011",2011,1,6100 N TALMAN AVE,Inside House - Raccoon
Animal Trap Request,11-00006259,"Jan 03, 2011",2011,1,10700 S NORMAL AVE,Inside House - Raccoon
Animal Trap Request,11-00006913,"Jan 03, 2011",2011,1,5300 S KEELER AVE, - McCracken Label Company - Inside House - Raccoon
Animal Trap Request,11-00012047,"Jan 03, 2011",2011,1,1300 E 80TH ST,Inside House - Raccoon
Animal Trap Request,11-00023861,"Jan 05, 2011",2011,1,5400 S NORMANDY AVE,Inside House - Raccoon
Animal Trap Request,11-00024333,"Jan 05, 2011",2011,1,7500 S HONORE ST,Inside House - Raccoon
Animal Trap Request,11-00027679,"Jan 06, 2011",2011,1,1300 W 110TH PL,Inside House - Raccoon
Animal Trap Request,11-00027925,"Jan 06, 2011",2011,1,8200 S HOMAN AVE, - Chad & Laquita Ellis - Inside House - Raccoon
Animal Trap Request,11-00028336,"Jan 06, 2011",2011,1,2700 W 85TH ST,Inside House - Raccoon
Animal Trap Request,11-00031614,"Jan 06, 2011",2011,1,8200 S HOMAN AVE,Inside House - Raccoon
Animal Trap Request,11-00031741,"Jan 06, 2011",2011,1,9600 S WENTWORTH AVE,Attached Garage - Raccoon
Animal Trap Request,11-00038848,"Jan 08, 2011",2011,1,3700 S PAULINA ST,citez assist with wildlife - Attached Garage - Raccoon
Animal Trap Request,11-00039990,"Jan 09, 2011",2011,1,8000 S ESCANABA AVE,Inside House /ATTIC - Squirrel OR RACCOONS
Animal Trap Request,11-00040095,"Jan 09, 2011",2011,1,1300 W 99TH ST,Inside House - Raccoon
Animal Trap Request,11-00042596,"Jan 10, 2011",2011,1,6600 N BOSWORTH AVE,Inside House - Raccoon
Animal Trap Request,11-00045564,"Jan 10, 2011",2011,1,5600 W FULTON ST,Inside House - Raccoon - pls call
Animal Trap Request,11-00045709,"Jan 10, 2011",2011,1,2400 W FILLMORE ST,Inside House - Raccoon
Animal Trap Request,11-00047431,"Jan 10, 2011",2011,1,1600 W 38TH PL,Inside House - Raccoon
Animal Trap Request,11-00053744,"Jan 11, 2011",2011,1,2600 W 86TH PL,Inside House - Raccoon
Animal Trap Request,11-00053966,"Jan 11, 2011",2011,1,500 W 129TH PL,Inside House - Raccoon
Animal Trap Request,11-00056961,"Jan 12, 2011",2011,1,4100 W CONGRESS PKWY,Enclosed Porch - Raccoon -
Animal Trap Request,11-00059788,"Jan 12, 2011",2011,1,4700 N ST LOUIS AVE,    c   a  n  c  e  l ...... caller got animal out... - Inside House - Raccoon
Animal Trap Request,11-00066462,"Jan 13, 2011",2011,1,7100 S VINCENNES AVE,Inside House - Raccoon
Animal Trap Request,11-00066490,"Jan 14, 2011",2011,1,300 W 110TH ST,Inside House - Raccoon---------- IN BEDROOM OF SR CITZ------ DISABLED
Animal Trap Request,11-00066522,"Jan 14, 2011",2011,1,12700 S LOWE AVE,Inside House - Raccoon
Animal Trap Request,11-00066944,"Jan 14, 2011",2011,1,10000 S CALUMET AVE,Inside House - Raccoon
Animal Trap Request,11-00067212,"Jan 14, 2011",2011,1,7500 S MORGAN ST,Inside House - Raccoon
Animal Trap Request,11-00068470,"Jan 14, 2011",2011,1,12000 S WENTWORTH AVE,Inside House - Raccoon
Animal Trap Request,11-00068571,"Jan 14, 2011",2011,1,6400 S CAMPBELL AVE,Inside House - Raccoon
Animal Trap Request,11-00069717,"Jan 14, 2011",2011,1,300 W 110TH ST,Inside House - Raccoon
Animal Trap Request,11-00072230,"Jan 15, 2011",2011,1,5100 S HOMAN AVE,Inside House - Raccoon
Animal Trap Request,11-00072416,"Jan 15, 2011",2011,1,11100 S BELL AVE,Inside House - Raccoon  THAT HAD BABIES
Animal Trap Request,11-00073169,"Jan 16, 2011",2011,1,12100 S EMERALD AVE,Inside House - Raccoon
Animal Trap Request,11-00073275,"Jan 16, 2011",2011,1,8000 S SAGINAW AVE,Inside House - Raccoon
Animal Trap Request,11-00073839,"Jan 16, 2011",2011,1,8300 S BENNETT AVE,Inside House - Raccoon
Animal Trap Request,11-00073843,"Jan 16, 2011",2011,1,9600 S EGGLESTON AVE,Inside House - Raccoon
Animal Trap Request,11-00074056,"Jan 17, 2011",2011,1,3100 E 87TH ST,inside bldg---maintenance dept - Raccoon
Animal Trap Request,11-00075142,"Jan 17, 2011",2011,1,12100 S PARNELL AVE,Inside House - Raccoon
Animal Trap Request,11-00075740,"Jan 18, 2011",2011,1,9200 S CLYDE AVE,Inside House - Raccoon
